2022-10-13 00:00:00;207.0
2022-10-13 00:00:01;207.0
2022-10-13 00:00:02;207.0
2022-10-13 00:00:03;207.0
2022-10-13 00:00:04;207.0
2022-10-13 00:00:05;207.0
2022-10-13 00:00:06;207.0
2022-10-13 00:00:07;207.0
2022-10-13 00:00:08;207.0
2022-10-13 00:00:09;207.0
2022-10-13 00:00:10;207.0
2022-10-13 00:00:11;207.0
2022-10-13 00:00:12;207.0
2022-10-13 00:00:13;207.0
2022-10-13 00:00:14;207.0
2022-10-13 00:00:15;207.0
2022-10-13 00:00:16;207.0
2022-10-13 00:00:17;207.0
2022-10-13 00:00:18;207.0
2022-10-13 00:00:19;207.0
2022-10-13 00:00:20;207.0
2022-10-13 00:00:21;207.0
2022-10-13 00:00:22;207.0
2022-10-13 00:00:23;207.0
2022-10-13 00:00:24;207.0
2022-10-13 00:00:25;207.0
2022-10-13 00:00:26;207.0
2022-10-13 00:00:27;207.0
2022-10-13 00:00:28;207.0
2022-10-13 00:00:29;207.0
2022-10-13 00:00:30;207.0
2022-10-13 00:00:31;207.0
2022-10-13 00:00:32;207.0
2022-10-13 00:00:33;207.0
2022-10-13 00:00:34;207.0
2022-10-13 00:00:35;207.0
2022-10-13 00:00:36;207.0
2022-10-13 00:00:37;207.0
2022-10-13 00:00:38;207.0
2022-10-13 00:00:39;207.0
2022-10-13 00:00:40;207.0
2022-10-13 00:00:41;207.0
2022-10-13 00:00:42;207.0
2022-10-13 00:00:43;207.0
2022-10-13 00:00:44;207.0
2022-10-13 00:00:45;207.0
2022-10-13 00:00:46;207.0
2022-10-13 00:00:47;207.0
2022-10-13 00:00:48;207.0
2022-10-13 00:00:49;207.0
2022-10-13 00:00:50;207.0
2022-10-13 00:00:51;207.0
2022-10-13 00:00:52;207.0
2022-10-13 00:00:53;207.0
2022-10-13 00:00:54;207.0
2022-10-13 00:00:55;207.0
2022-10-13 00:00:56;207.0
2022-10-13 00:00:57;207.0
2022-10-13 00:00:58;207.0
2022-10-13 00:00:59;207.0
2022-10-13 00:01:00;207.0
2022-10-13 00:01:01;207.0
2022-10-13 00:01:02;207.0
2022-10-13 00:01:03;207.0
2022-10-13 00:01:04;207.0
2022-10-13 00:01:05;207.0
2022-10-13 00:01:06;207.0
2022-10-13 00:01:07;207.0
2022-10-13 00:01:08;207.0
2022-10-13 00:01:09;207.0
2022-10-13 00:01:10;207.0
2022-10-13 00:01:11;207.0
2022-10-13 00:01:12;207.0
2022-10-13 00:01:13;207.0
2022-10-13 00:01:14;207.0
2022-10-13 00:01:15;207.0
2022-10-13 00:01:16;207.0
2022-10-13 00:01:17;207.0
2022-10-13 00:01:18;207.0
2022-10-13 00:01:19;207.0
2022-10-13 00:01:20;207.0
2022-10-13 00:01:21;207.0
2022-10-13 00:01:22;207.0
2022-10-13 00:01:23;207.0
2022-10-13 00:01:24;207.0
2022-10-13 00:01:25;207.0
2022-10-13 00:01:26;207.0
2022-10-13 00:01:27;207.0
2022-10-13 00:01:28;207.0
2022-10-13 00:01:29;207.0
2022-10-13 00:01:30;207.0
2022-10-13 00:01:31;207.0
2022-10-13 00:01:32;207.0
2022-10-13 00:01:33;207.0
2022-10-13 00:01:34;207.0
2022-10-13 00:01:35;207.0
2022-10-13 00:01:36;207.0
2022-10-13 00:01:37;207.0
2022-10-13 00:01:38;207.0
2022-10-13 00:01:39;207.0
2022-10-13 00:01:40;207.0
2022-10-13 00:01:41;207.0
2022-10-13 00:01:42;207.0
2022-10-13 00:01:43;207.0
2022-10-13 00:01:44;207.0
2022-10-13 00:01:45;207.0
2022-10-13 00:01:46;207.0
2022-10-13 00:01:47;207.0
2022-10-13 00:01:48;207.0
2022-10-13 00:01:49;207.0
2022-10-13 00:01:50;207.0
2022-10-13 00:01:51;207.0
2022-10-13 00:01:52;207.0
2022-10-13 00:01:53;207.0
2022-10-13 00:01:54;207.0
2022-10-13 00:01:55;207.0
2022-10-13 00:01:56;207.0
2022-10-13 00:01:57;207.0
2022-10-13 00:01:58;207.0
2022-10-13 00:01:59;207.0
2022-10-13 00:02:00;207.0
2022-10-13 00:02:01;207.0
2022-10-13 00:02:02;207.0
2022-10-13 00:02:03;207.0
2022-10-13 00:02:04;207.0
2022-10-13 00:02:05;207.0
2022-10-13 00:02:06;207.0
2022-10-13 00:02:07;207.0
2022-10-13 00:02:08;207.0
2022-10-13 00:02:09;207.0
2022-10-13 00:02:10;207.0
2022-10-13 00:02:11;207.0
2022-10-13 00:02:12;207.0
2022-10-13 00:02:13;207.0
2022-10-13 00:02:14;207.0
2022-10-13 00:02:15;207.0
2022-10-13 00:02:16;207.0
2022-10-13 00:02:17;207.0
2022-10-13 00:02:18;207.0
2022-10-13 00:02:19;207.0
2022-10-13 00:02:20;207.0
2022-10-13 00:02:21;207.0
2022-10-13 00:02:22;207.0
2022-10-13 00:02:23;207.0
2022-10-13 00:02:24;207.0
2022-10-13 00:02:25;207.0
2022-10-13 00:02:26;207.0
2022-10-13 00:02:27;207.0
2022-10-13 00:02:28;207.0
2022-10-13 00:02:29;207.0
2022-10-13 00:02:30;207.0
2022-10-13 00:02:31;207.0
2022-10-13 00:02:32;207.0
2022-10-13 00:02:33;207.0
2022-10-13 00:02:34;207.0
2022-10-13 00:02:35;207.0
2022-10-13 00:02:36;207.0
2022-10-13 00:02:37;207.0
2022-10-13 00:02:38;207.0
2022-10-13 00:02:39;207.0
2022-10-13 00:02:40;207.0
2022-10-13 00:02:41;207.0
2022-10-13 00:02:42;207.0
2022-10-13 00:02:43;207.0
2022-10-13 00:02:44;207.0
2022-10-13 00:02:45;207.0
2022-10-13 00:02:46;207.0
2022-10-13 00:02:47;207.0
2022-10-13 00:02:48;207.0
2022-10-13 00:02:49;207.0
