Date;Power
2022-10-13 00:00:00;895.0000000000001
2022-10-13 00:01:00;895.0
2022-10-13 00:02:00;894.9999999999999
2022-10-13 00:03:00;895.0000000000005
2022-10-13 00:04:00;895.0
2022-10-13 00:05:00;895.0
2022-10-13 00:06:00;895.0
2022-10-13 00:07:00;895.0
2022-10-13 00:08:00;894.9999999999998
2022-10-13 00:09:00;895.0
2022-10-13 00:10:00;895.0000000000002
2022-10-13 00:11:00;894.9999999999998
2022-10-13 00:12:00;894.9999999999998
2022-10-13 00:13:00;894.9999999999999
2022-10-13 00:14:00;895.0
2022-10-13 00:15:00;895.0
2022-10-13 00:16:00;895.0
2022-10-13 00:17:00;895.0
2022-10-13 00:18:00;895.0
2022-10-13 00:19:00;895.0
2022-10-13 00:20:00;895.0
2022-10-13 00:21:00;895.0
2022-10-13 00:22:00;895.0
2022-10-13 00:23:00;895.0
2022-10-13 00:24:00;895.0
2022-10-13 00:25:00;895.0
2022-10-13 00:26:00;894.9999999999999
2022-10-13 00:27:00;895.0
2022-10-13 00:28:00;895.0
2022-10-13 00:29:00;895.0
2022-10-13 00:30:00;895.0
2022-10-13 00:31:00;895.0000000000002
2022-10-13 00:32:00;895.0
2022-10-13 00:33:00;895.0
2022-10-13 00:34:00;894.9999999999999
2022-10-13 00:35:00;895.0
2022-10-13 00:36:00;895.0000000000002
2022-10-13 00:37:00;895.0
2022-10-13 00:38:00;895.0
2022-10-13 00:39:00;894.9999999999999
2022-10-13 00:40:00;895.0000000000001
2022-10-13 00:41:00;895.0000000000001
2022-10-13 00:42:00;895.0
2022-10-13 00:43:00;895.0
2022-10-13 00:44:00;895.0
2022-10-13 00:45:00;894.9999999999998
2022-10-13 00:46:00;894.9999999999997
2022-10-13 00:47:00;894.9999999999998
2022-10-13 00:48:00;894.9999999999999
2022-10-13 00:49:00;894.9999999999998
2022-10-13 00:50:00;895.0
2022-10-13 00:51:00;895.0000000000001
2022-10-13 00:52:00;910.3000000000001
2022-10-13 00:53:00;1180.355
2022-10-13 00:54:00;2978.0
2022-10-13 00:55:00;2978.0
2022-10-13 00:56:00;2978.0
2022-10-13 00:57:00;2978.0
2022-10-13 00:58:00;2978.0
2022-10-13 00:59:00;2977.9999999999995
2022-10-13 01:00:00;2978.0
2022-10-13 01:01:00;2978.0
2022-10-13 01:02:00;2978.0
2022-10-13 01:03:00;2978.0
2022-10-13 01:04:00;2977.9999999999995
2022-10-13 01:05:00;2978.0
2022-10-13 01:06:00;4832.931666666667
2022-10-13 01:07:00;5607.833333333333
2022-10-13 01:08:00;5913.0
2022-10-13 01:09:00;5913.0
2022-10-13 01:10:00;5913.0
2022-10-13 01:11:00;5913.0
2022-10-13 01:12:00;5913.0
2022-10-13 01:13:00;5913.0
2022-10-13 01:14:00;5913.0
2022-10-13 01:15:00;5913.0
2022-10-13 01:16:00;5913.0
2022-10-13 01:17:00;5913.0
2022-10-13 01:18:00;5913.0
2022-10-13 01:19:00;4683.983333333334
2022-10-13 01:20:00;3920.0
2022-10-13 01:21:00;3920.0
2022-10-13 01:22:00;3919.9999999999995
2022-10-13 01:23:00;3920.0
2022-10-13 01:24:00;3919.9999999999986
2022-10-13 01:25:00;3920.0
2022-10-13 01:26:00;3920.0
2022-10-13 01:27:00;3919.9999999999995
2022-10-13 01:28:00;3919.9999999999995
2022-10-13 01:29:00;3920.0000000000005
2022-10-13 01:30:00;3920.0
2022-10-13 01:31:00;3920.0
2022-10-13 01:32:00;2940.35
2022-10-13 01:33:00;1121.0
2022-10-13 01:34:00;2216.933333333333
2022-10-13 01:35:00;3054.9999999999995
