Date;Power
2022-10-13 00:00:00;328.2233333333334
2022-10-13 00:01:00;327.78833333333336
2022-10-13 00:02:00;319.8
2022-10-13 00:03:00;314.16666666666674
2022-10-13 00:04:00;309.665
2022-10-13 00:05:00;305.65166666666664
2022-10-13 00:06:00;303.7950000000001
2022-10-13 00:07:00;302.75000000000006
2022-10-13 00:08:00;301.83666666666664
2022-10-13 00:09:00;301.0450000000001
2022-10-13 00:10:00;300.81166666666667
2022-10-13 00:11:00;300.67166666666657
2022-10-13 00:12:00;300.58666666666664
2022-10-13 00:13:00;257.91833333333335
2022-10-13 00:14:00;172.0
2022-10-13 00:15:00;172.0
2022-10-13 00:16:00;172.0
2022-10-13 00:17:00;172.0
2022-10-13 00:18:00;172.0
2022-10-13 00:19:00;172.0
2022-10-13 00:20:00;172.0
2022-10-13 00:21:00;172.0
2022-10-13 00:22:00;172.0
2022-10-13 00:23:00;172.0
2022-10-13 00:24:00;172.0
2022-10-13 00:25:00;172.0
2022-10-13 00:26:00;172.0
2022-10-13 00:27:00;172.0
2022-10-13 00:28:00;172.0
2022-10-13 00:29:00;172.0
2022-10-13 00:30:00;172.0
2022-10-13 00:31:00;172.0
2022-10-13 00:32:00;172.0
2022-10-13 00:33:00;172.0
2022-10-13 00:34:00;172.0
2022-10-13 00:35:00;172.0
2022-10-13 00:36:00;172.0
2022-10-13 00:37:00;172.0
2022-10-13 00:38:00;172.0
2022-10-13 00:39:00;172.0
2022-10-13 00:40:00;172.0
2022-10-13 00:41:00;172.0
2022-10-13 00:42:00;172.0
2022-10-13 00:43:00;172.0
2022-10-13 00:44:00;317.765
2022-10-13 00:45:00;328.0566666666667
2022-10-13 00:46:00;320.35333333333335
2022-10-13 00:47:00;314.45166666666665
2022-10-13 00:48:00;309.9866666666667
2022-10-13 00:49:00;305.82666666666665
2022-10-13 00:50:00;303.9033333333333
2022-10-13 00:51:00;302.80666666666673
2022-10-13 00:52:00;301.90666666666664
2022-10-13 00:53:00;301.0716666666667
2022-10-13 00:54:00;300.825
2022-10-13 00:55:00;300.6783333333333
2022-10-13 00:56:00;300.5933333333333
2022-10-13 00:57:00;266.485
2022-10-13 00:58:00;172.0
2022-10-13 00:59:00;172.0
2022-10-13 01:00:00;172.0
2022-10-13 01:01:00;172.0
2022-10-13 01:02:00;172.0
2022-10-13 01:03:00;172.0
2022-10-13 01:04:00;172.0
2022-10-13 01:05:00;172.0
2022-10-13 01:06:00;172.0
2022-10-13 01:07:00;172.0
2022-10-13 01:08:00;172.0
2022-10-13 01:09:00;172.0
2022-10-13 01:10:00;172.0
2022-10-13 01:11:00;172.0
2022-10-13 01:12:00;172.0
2022-10-13 01:13:00;172.0
2022-10-13 01:14:00;172.0
2022-10-13 01:15:00;172.0
2022-10-13 01:16:00;172.0
2022-10-13 01:17:00;172.0
2022-10-13 01:18:00;172.0
2022-10-13 01:19:00;172.0
2022-10-13 01:20:00;175.7133333333333
2022-10-13 01:21:00;327.1250000000001
2022-10-13 01:22:00;327.71666666666664
2022-10-13 01:23:00;319.6616666666667
2022-10-13 01:24:00;314.09666666666664
2022-10-13 01:25:00;309.58500000000004
2022-10-13 01:26:00;305.6099999999999
2022-10-13 01:27:00;303.76833333333343
2022-10-13 01:28:00;302.735
2022-10-13 01:29:00;301.81999999999994
2022-10-13 01:30:00;301.03833333333347
